"titulo","titulo_fonte","genero","genero_fonte","diretor","diretor_fonte","dataLancamento","dataLancamento_fonte","nota","nota_fonte","atores","atores_fonte","distribuidora","distribuidora_fonte","captado","captado_fonte","maximo_numero_de_salas","maximo_numero_de_salas_fonte","bilheteria","bilheteria_fonte","publico","publico_fonte","classificacao_indicativa","classificacao_indicativa_fonte","titulo_filme_anterior","publico_filme_anterior","fonte_publico_filme_anterior","nome_programaTv","pontos_ibobeSP_Ano_do_lancamento","fonte_pontos_ibobeSP_Ano_do_lancamento","relancamento","temFilmeAnterior","filmeBaseadoSerieTV"
"amélia","ancine","Comédia","ministerioDaJustica","ana carolina","ministerioDaJustica",2000-08-25,"folha","4","imdb","marilia pera / beatrice agenin / myrian muniz / camila amado","ministerioDaJustica","riofilme","ministerioDaJustica",8030541.1026696,"ancine",6,"ancine",326244.511423367,"ancine",24431,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"a mochila do mascate","filmeB","Documentário","ministerioDaJustica","grabiela greeb","ministerioDaJustica",2006-05-12,"adorocinema","3","imdb","documentario",NA,"copacabana","filmeB",1184086.17258012,"ancine",4,"filmeB",10203.0977007868,"ancine",2191,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"amor?","filmeB","Drama","ministerioDaJustica","joao jardim","ministerioDaJustica",2011-04-15,"filmeB","3","imdb","lilia cabral / eduardo moscovis / leticia colin / claudio jaborandy / silvia lourenco","ministerioDaJustica","copacabana","ministerioDaJustica",1211131.7364819,"ancine",9,"filmeB",201785.267682765,"ancine",19268,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"amor e cia.","ancine","Drama / Comédia / Romance","adorocinema","helvecio ratton","ancine",1998-11-06,"folha","4","imdb","marco nanini / patricia pillar","cartaz","s_ribeiro / riofilme","ancine",6558067.58033591,"ancine",24,"ancine",622230.675803256,"ancine",47179,"ancine","12","ccllisieux.blogspot",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"amores","ancine","Drama","ministerioDaJustica","domingos de oliveira","ministerioDaJustica",1998-08-29,"adorocinema","4","imdb","clarice niskier / domingos de oliveira / maria mariana / priscilla rozenbaum / ricardo kosovski","cartaz","s_ribeiro / riofilme","ancine",1310866.40884189,"ancine",6,"ancine",428050.018686529,"ancine",33192,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"amores possíveis","ancine","Drama","ministerioDaJustica","sandra werneck","ministerioDaJustica",2001-03-30,"adorocinema","4","imdb","murilo benicio / carolina ferraz / beth goulart / irene ravache","ministerioDaJustica","cineluz","ministerioDaJustica",4447675.6647103,"ancine",80,"ancine",5964030.7294864,"ancine",396224,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"amor por acaso","filmeB","Comédia / Romance","imdb","marcio garcia","ancine",2010-12-10,"filmeB","2","imdb","juliana paes / dean cain","cartaz","play","filmeB",NA,NA,65,"filmeB",552349.688398991,"ancine",52982,"filmeB","12","filmesdecinema",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a morte inventada","filmeB","Documentário","ministerioDaJustica","alan minas","ministerioDaJustica",2009-06-05,"filmeB","3","imdb","documentario",NA,"caraminhola","ministerioDaJustica",NA,NA,1,"ancine",1143.41102685227,"ancine",182,"ancine","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a mulher do meu amigo","filmeB","Comédia","ministerioDaJustica","claudio torres","ministerioDaJustica",2008-11-21,"filmeB","3","imdb","mariana ximenes / marcos palmeira","ministerioDaJustica","columbia","ministerioDaJustica",4570968.35586789,"ancine",59,"filmeB",1529596.50196828,"ancine",156467,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a mulher invisivel","filmeB","Comédia / Romance","ministerioDaJustica","claudio torres","ministerioDaJustica",2009-06-05,"filmeB","3","imdb","selton mello / luana piovani","ministerioDaJustica","warner_bros","ministerioDaJustica",6642114.32592726,"ancine",216,"filmeB",26456364.3587498,"ancine",2353136,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a musica segundo tom jobim","filmeB","Documentário","ministerioDaJustica","nelson pereira dos santos / nora jobim","ministerioDaJustica",2012-01-20,"filmeB","4","imdb","documentario",NA,"columbia","ministerioDaJustica",2691781.13814255,"ancine",8,"filmeB",968037.123298897,"ancine",74535,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"anabazys","filmeB","Documentário","ministerioDaJustica","paloma rocha / joel pizzini","ministerioDaJustica",2009-03-27,"filmeB","4","imdb","documentario",NA,"paloma_rocha / riofilme","ministerioDaJustica",39162.7931855775,"ancine",4,"filmeB",8047.30128641642,"ancine",842,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"anahy de las misiones","ancine","Drama","ministerioDaJustica","sergio silva","ministerioDaJustica",1997-11-28,"folha","4","imdb","marcos palmeira / araci steves / claudio gabriel matheus nachter gaele","ministerioDaJustica","s_ribeiro","ancine",4135512.72287988,"ancine",15,"ancine",1318007.27191076,"ancine",131000,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"andarilho","filmeB","Documentário","ministerioDaJustica","cao guimaraes","ministerioDaJustica",2008-08-29,"filmeB","4","imdb","documentario",NA,"usina_digital","ministerioDaJustica",698423.387292191,"ancine",2,"filmeB",16507.4579483993,"ancine",2232,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"anesia - um voo no tempo","filmeB","Documentário","ministerioDaJustica","ludmila ferolla","ministerioDaJustica",2001-11-30,"adorocinema","3","imdb","documentario",NA,"mares / riofilme","ministerioDaJustica",740201.223827886,"ancine",3,"ancine",13731.9666800883,"ancine",710,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"anjos do sol","filmeB","Documentário","ministerioDaJustica","rudi lagemann","ministerioDaJustica",2006-08-18,"adorocinema","4","imdb","documentario",NA,"downtown","ministerioDaJustica",221887.3578977,"ancine",44,"filmeB",921665.3524921,"ancine",79800,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"novela das oito","filmeB","Drama","ministerioDaJustica","antonio calmon","ministerioDaJustica",2012-03-30,"filmeB","3","imdb","otavio augusto / monique lafond / andre de biase / ana maria n.e silva / alcio","ministerioDaJustica","nelson_da_silva_moura","ministerioDaJustica",3329126.75387901,"ancine",20,"filmeB",55567.5643579125,"ancine",5271,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"antes que o mundo acabe","filmeB","Aventura","ministerioDaJustica","ana luiza azevedo","ministerioDaJustica",2010-05-14,"filmeB","3","imdb","pedro tergolina / eduardo cardoso","ministerioDaJustica","imagem","ministerioDaJustica",1874880.49872023,"ancine",12,"filmeB",268731.590085181,"ancine",28408,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"antonia","filmeB","Drama / Musical","ministerioDaJustica","tata amaral","ministerioDaJustica",2007-02-09,"filmeB","3","imdb","negra li / leilah moreno / sandra de sa","ministerioDaJustica","downtown","ministerioDaJustica",4015169.25407699,"ancine",125,"filmeB",872585.431059335,"ancine",79428,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"antonio conselheiro ? ","filmeB","Drama","ministerioDaJustica","walter pinto lima (jose walter lima)","ministerioDaJustica",2012-08-10,"filmeB","2","adorocinema -- critica","carlos petovich / harildo deda / leonel nunes / wilson melo","ministerioDaJustica","vpc_cinemavideo","ministerioDaJustica",NA,NA,6,"ancine",11764.0263526423,"ancine",1778,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a odisseia musical de gilberto mendes","filmeB","Documentário","2001video","carlos de moura ribeiro mendes","ministerioDaJustica",2005-11-03,"folha","4","folha","documentario",NA,"panorama_filmes_s_c","ministerioDaJustica",NA,NA,1,"filmeB",NA,NA,NA,NA,"0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a oitava cor do arco-iris","filmeB","Drama","ministerioDaJustica","amauri tangara","ministerioDaJustica",2006-09-28,"omelete","3","imdb","diego borges / isabela serra","ministerioDaJustica","polifilmes","ministerioDaJustica",NA,NA,2,"filmeB",3388.74445644864,"ancine",274,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a ostra e o vento","ancine","Romance","ministerioDaJustica","walter lima junior","ministerioDaJustica",1997-09-26,"folha","4","imdb","leandra leal / lima duarte / fernando torres / castrinho","leandra leal / lima duarte / fernando torres / castrinho","riofilme","ministerioDaJustica",3608616.1464706,"ancine",9,"ancine",1000481.60365397,"ancine",86616,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"ao sul de setembro","filmeB","Drama","guiadasemana","amauri tangara","ministerioDaJustica",2010-05-21,"filmeB","3","cinedica","agostinho bisinoto / adriana rangel","ministerioDaJustica","rl / polifilmes","ministerioDaJustica",738542.459279934,"ancine",1,"ancine",1587.78719064427,"ancine",59,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a outra margem","filmeB","Drama","ministerioDaJustica","luis filipe rocha","ministerioDaJustica",2008-10-31,"filmeB","4","imdb","tomas almeida / filipe duarte","ministerioDaJustica","plateau / clap","ministerioDaJustica",NA,NA,2,"filmeB",16465.3442592273,"ancine",1127,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a paixao de jacobina","filmeB","Drama","ministerioDaJustica","fabio barreto","ministerioDaJustica",2002-09-27,"folha","2","imdb","leticia spiller / thiago lacerda / antonio calloni / felipe camargo","ministerioDaJustica","producao_cinematografica_l_c_barreto / playarte","ministerioDaJustica",11829302.9448954,"ancine",43,"filmeB",1369400.38979579,"ancine",146062,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a paixao segundo martins","filmeB","Documentário","imdb","irene langemann","ministerioDaJustica",2004-09-03,"folha","4","imdb","irandhir santos / caca carvalho","folha","mais / paris","ministerioDaJustica",NA,NA,3,"filmeB",NA,NA,2269,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"aparecida, o milagre","filmeB","Drama","ministerioDaJustica","tizuka yamasaki","ministerioDaJustica",2010-12-17,"filmeB","3","imdb","murilo rosa / maria fernanda candido / jonatas faro","ministerioDaJustica","paramount","ministerioDaJustica",3862800.63868037,"ancine",276,"filmeB",2198701.05378748,"ancine",239436,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a partilha","ancine","Comédia","ministerioDaJustica","daniel filho / miguel falabella / mark haskel","ministerioDaJustica",2001-06-08,"adorocinema","4","imdb","gloria pires / andrea beltrao / paloma duarte / lilia cabral","ministerioDaJustica","columbia","ministerioDaJustica",3959495.93781664,"ancine",155,"ancine",19467986.9542797,"ancine",1449411,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a pedra do reino","filmeB","Romance","ministerioDaJustica","luis fernando carvalho","ministerioDaJustica",2007-08-24,"folha","1","folha","irandhir santos / caca carvalho","folha","globo","ministerioDaJustica",NA,NA,NA,NA,NA,NA,1220,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"apenas o fim","filmeB","Drama / Comédia","ministerioDaJustica","mariza leao / julia ramil","ministerioDaJustica",2009-06-12,"filmeB","4","imdb","erika mader / gregorio duvivier","ministerioDaJustica","estacao","ministerioDaJustica",77431.8979809665,"ancine",11,"ancine",205240.343522533,"ancine",25052,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a pessoa e para o que nasce","filmeB","Documentário","cineclick","roberto berliner","ministerioDaJustica",2005-06-03,"folha","4","imdb","documentario",NA,"tvzero","ministerioDaJustica",892837.604923243,"ancine",1,"filmeB",234704.869984527,"ancine",24475,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"apolonio brasil - o campeao","filmeB","Comédia / Drama / Music","imdb","hugo carvana","ministerioDaJustica",2003-08-21,"adorocinema","3","imdb","marco nanini / jose lewgoy / louise cardoso / antonio pitanga","ministerioDaJustica","riofilme","ministerioDaJustica",3971403.10482908,"ancine",6,"filmeB",138902.285996254,"ancine",12176,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"araguaia - a conspiracao do silencio","filmeB","Drama","ministerioDaJustica","ronaldo duque","ministerioDaJustica",2004-06-29,"adorocinema","2","imdb","northon nascimento / danton mello / stephane brodt","ministerioDaJustica","fantasias_luminosas","ministerioDaJustica",1969587.45640717,"ancine",6,"filmeB",64597.3111384223,"ancine",5676,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"area q","filmeB","Drama","ministerioDaJustica","gerson sanginitto","ministerioDaJustica",2012-04-13,"filmeB","2","imdb","murilo rosa / tania kalil","ministerioDaJustica","california","ministerioDaJustica",NA,NA,59,"filmeB",435858.14918851,"ancine",38541,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"argus montenegro & ","filmeB","Documentário","ministerioDaJustica","pedro isaias lucas","ministerioDaJustica",2012-04-20,"filmeB","3","filmow","documentario",NA,"okna","ministerioDaJustica",NA,"ancine",2,"ancine",1996.61229326543,"ancine",325,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"arido movie","filmeB","Drama","ministerioDaJustica","lirio ferreira","ministerioDaJustica",2006-04-14,"adorocinema","3","imdb","jose dumont / luis carlos vasconcelos / gustavo falcao","ministerioDaJustica","cinema_brasil_digital / europa","ministerioDaJustica",1097816.00586321,"ancine",5,"filmeB",423172.465416834,"ancine",21729,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as alegres comadres","filmeB","Comédia","ministerioDaJustica","leila hipolito","ministerioDaJustica",2003-11-14,"folha","3","imdb","guilherme karan / zeze polessa","ministerioDaJustica","imagem","ministerioDaJustica",4667967.0493254,"ancine",11,"filmeB",37087.1019345226,"ancine",2977,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as aventuras de agamenon","filmeB","Comédia","ministerioDaJustica","victor lopes","ministerioDaJustica",2012-01-06,"filmeB","1","imdb","marcelo adnet / luana piovani","ministerioDaJustica","downtown","ministerioDaJustica",4934334.62294021,"ancine",225,"filmeB",10465249.4948374,"ancine",942844,"filmeB","14","ministerioDaJustica",NA,0,NA,"casseta e planeta",14,"folha",FALSE,FALSE,TRUE
"as cancoes","filmeB","Documentário","ministerioDaJustica","eduardo coutinho","ministerioDaJustica",2011-12-09,"filmeB","4","imdb","documentario",NA,"videofilmes / spectateur","ministerioDaJustica",822381.25720877,"ancine",7,"filmeB",258785.063946008,"ancine",25133,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cantoras do radio","filmeB","Documentário","ministerioDaJustica","gil baroni","ministerioDaJustica",2009-06-11,"filmeB","4","imdb","documentario",NA,"panda","ministerioDaJustica",1442618.20490379,"ancine",7,"ancine",16819.7955953745,"ancine",2297,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as cartas psicografadas","filmeB","Documentário","ministerioDaJustica","cristiana grumbach","ministerioDaJustica",2010-11-12,"filmeB","3","imdb","documentario",NA,"crisis_produtivas","ministerioDaJustica",729222.900821624,"ancine",22,"ancine",73020.0931669006,"ancine",7336,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as doze estrelas","filmeB","Comédia","ministerioDaJustica","luiz alberto pereira","ministerioDaJustica",2011-05-13,"filmeB","2","imdb","leonardo bricio / livia guerra","ministerioDaJustica","lapfilmes","ministerioDaJustica",2473437.32784292,"ancine",27,"ancine",37021.5334632395,"ancine",15199,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as feras","ancine","Drama","ministerioDaJustica","walter hugo khouri","ministerioDaJustica",2001-08-31,"folha","3","imdb","nuno leal maia / claudia liz verissimo / monique lafond / luiz macas","ministerioDaJustica","cinedistri","ministerioDaJustica",651735.718565767,"ancine",5,"ancine",32417.3346414612,"ancine",3645,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as filhas da chiquita","filmeB","Documentário","ministerioDaJustica","priscilla brasil","ministerioDaJustica",2008-06-27,"filmeB","3","imdb","documentario",NA,"moviemobz","ministerioDaJustica",19167.0077266591,"ancine",2,"ancine",1668.40810757879,"ancine",270,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as maes de chico xavier","filmeB","Drama","ministerioDaJustica","glauber filho / halder gomes","ministerioDaJustica",2011-04-01,"filmeB","3","imdb","nelson xavier / herson capri / silvia bonet","ministerioDaJustica","paris","ministerioDaJustica",2697193.96516357,"ancine",344,"filmeB",5359104.09861759,"ancine",512004,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as melhores coisas do mundo","filmeB","Drama","ministerioDaJustica","lais bodanzky","ministerioDaJustica",2010-04-16,"filmeB","4","imdb","denise fraga / caio blat","ministerioDaJustica","warner_bros","ministerioDaJustica",8160100.14888927,"ancine",150,"filmeB",2796118.34528282,"ancine",310029,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as meninas","ancine","Drama","imdb","emiliano ribeiro","ancine",1995-12-11,"folha","3","imdb","adriana esteves / claudia liz / drica moraes","cartaz","riofilme","ancine",1536923.7247768,"ancine",3,"ancine",155582.773087487,"ancine",13527,"ancine","16","maringa.pr.gov",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"assalto ao banco central","filmeB","Ação","ministerioDaJustica","marcos paulo","ministerioDaJustica",2011-07-22,"filmeB","3","imdb","milhem cortaz / eriberto leao","ministerioDaJustica","fox","ministerioDaJustica",4520493.84547657,"ancine",301,"filmeB",21444497.5542973,"ancine",1878227,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as tentacoes do irmao sebastiao","filmeB","Drama","ministerioDaJustica","jose araujo","ministerioDaJustica",2007-07-13,"filmeB","1","folha","rodolfo vaz / marcus miranda","ministerioDaJustica","jose_wellington_araujo","ministerioDaJustica",1645998.33151305,"ancine",2,"filmeB",4410.86771614883,"ancine",546,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as tres marias","filmeB","Drama","ministerioDaJustica","aluizio abranches","ministerioDaJustica",2002-08-02,"adorocinema","3","imdb","marieta severo / julia lemmertz / maria luisa mendonca / tuca andrade","ministerioDaJustica","imagem","ministerioDaJustica",4064500.43020661,"ancine",7,"filmeB",155223.852955178,"ancine",11456,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"astro - uma fabula urbana","filmeB","Aventura / Comédia / Drama / Fantasy","imdb","paula trabulsi","ministerioDaJustica",2012-11-02,"filmeB","3","imdb","alexandra dahlstrom / veronica debom","ministerioDaJustica","bossa_nova_films","ministerioDaJustica",NA,"ancine",7,"ancine",9210.04579159729,"ancine",841,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a suprema felicidade","filmeB","Drama","ministerioDaJustica","arnaldo jabor","ministerioDaJustica",2010-10-29,"filmeB","2","imdb","marco nanini / dan stulbach / mariana lima / maria flor / maria luiza","ministerioDaJustica","paramount","ministerioDaJustica",8542931.07648589,"ancine",167,"filmeB",2588770.50620114,"ancine",220236,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as vidas de maria","filmeB","Drama","ministerioDaJustica","renato barbarie","ministerioDaJustica",2005-11-24,"omelete","3","imdb","ingra liberato / gustavo melo / sthefany brito","cartaz","videografia","ministerioDaJustica",652986.585811071,"ancine",10,"filmeB",26620.5926727165,"ancine",2746,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"ate que a sorte nos separe","filmeB","Comédia","ministerioDaJustica","roberto santucci","ministerioDaJustica",2012-10-05,"filmeB","3","imdb","leandro hassum / danielle winits / kiko mascarenhas","ministerioDaJustica","paris","ministerioDaJustica",2938230.39722992,"ancine",425,"ancine",36601819.5069396,"ancine",3324727,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"até que a vida nos separe","ancine","Drama","ministerioDaJustica","jose zaragoza","ministerioDaJustica",1999-05-28,"folha","3","imdb","alexandre borges / bety gofman / julia lemmertz","ministerioDaJustica","riofilme","ministerioDaJustica",9307421.89327104,"ancine",36,"ancine",616187.390216344,"ancine",43815,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"a terceira morte de joaquim bolivar","ancine","Documentário","ministerioDaJustica","flavio candido","ministerioDaJustica",2000-07-14,"folha","3","imdb","documentario",NA,"riofilme","ministerioDaJustica",562063.10720912,"ancine",1,"ancine",27168.0927946692,"ancine",2330,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"através da janela","ancine","Drama","ministerioDaJustica","tata amaral","ministerioDaJustica",2000-05-19,"folha","3","imdb","laura cardoso / fransergio araujo / ana lucia torre / leona cavalli","ministerioDaJustica","riofilme","ministerioDaJustica",3140771.74382825,"ancine",5,"ancine",127816.734893224,"ancine",10271,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
